"","Subsystem.Level.2","location","mean.loc.abund"
"482","Metabolite repair","Lapaz",0.00359687172067445
"483","Metabolite repair","Ningaloo",0.00296006426009901
"484","Metabolite repair","Philippines",0.0031652460593952
"485","Metabolite repair","Tanzania",0.00332254765863845
"486","Bacterial Chemotaxis","Cancun",0.00703300302490291
"487","Bacterial Chemotaxis","Lapaz",0.00647207057090425
"488","Bacterial Chemotaxis","Ningaloo",0.00490015736807162
"489","Bacterial Chemotaxis","Philippines",0.00565928595927714
"490","Bacterial Chemotaxis","Tanzania",0.00726401226760483
"491","Flagellar motility in Prokaryota","Cancun",0.0182572392304896
"492","Flagellar motility in Prokaryota","Lapaz",0.0130637014734909
"493","Flagellar motility in Prokaryota","Ningaloo",0.0117935122911404
"494","Flagellar motility in Prokaryota","Philippines",0.0147274236636847
"495","Flagellar motility in Prokaryota","Tanzania",0.0178314098098964
"496","Social motility and nonflagellar swimming in bacteria","Cancun",0.003780456225597
"497","Social motility and nonflagellar swimming in bacteria","Lapaz",0.00344357046789996
"498","Social motility and nonflagellar swimming in bacteria","Ningaloo",0.00325316877250724
"499","Social motility and nonflagellar swimming in bacteria","Philippines",0.00281633719806006
"500","Social motility and nonflagellar swimming in bacteria","Tanzania",0.003670214664762
"501","Allantoin Utilization","Cancun",0.000170245113902183
"502","Allantoin Utilization","Lapaz",0.00023414194339493
"503","Allantoin Utilization","Ningaloo",0.000137272785872764
"504","Allantoin Utilization","Philippines",0.000218248340074335
"505","Allantoin Utilization","Tanzania",0.000163018724344219
"506","Amidase cluster","Cancun",0.000104903025433447
"507","Amidase cluster","Lapaz",0.000144126656504104
"508","Amidase cluster","Ningaloo",0.000117514203048109
"509","Amidase cluster","Philippines",0.000111687206797215
"510","Amidase cluster","Tanzania",0.000137431859357033
"511","Ammonia assimilation","Cancun",0.00647291362901336
"512","Ammonia assimilation","Lapaz",0.0078155943888597
"513","Ammonia assimilation","Ningaloo",0.00793671938215807
"514","Ammonia assimilation","Philippines",0.00632773143291113
"515","Ammonia assimilation","Tanzania",0.0070435934304451
"516","Cyanate hydrolysis","Cancun",0.000427718579239164
"517","Cyanate hydrolysis","Lapaz",0.000416092051859238
"518","Cyanate hydrolysis","Ningaloo",0.000313382168490562
"519","Cyanate hydrolysis","Philippines",0.000480804242865679
"520","Cyanate hydrolysis","Tanzania",0.000376617281988014
"521","Denitrification","Cancun",0.00114087181400164
"522","Denitrification","Lapaz",0.000823811637420558
"523","Denitrification","Ningaloo",0.000553759513603055
"524","Denitrification","Philippines",0.000977665572999026
"525","Denitrification","Tanzania",0.00121323077035327
"526","Dissimilatory nitrite reductase","Cancun",0.000448450426383571
"527","Dissimilatory nitrite reductase","Lapaz",0.000459552556313208
"528","Dissimilatory nitrite reductase","Ningaloo",0.000337151636220433
"529","Dissimilatory nitrite reductase","Philippines",0.000554210697172799
"530","Dissimilatory nitrite reductase","Tanzania",0
"531","Nitrate and nitrite ammonification","Cancun",0.00446136323178995
"532","Nitrate and nitrite ammonification","Lapaz",0.0039885493330754
"533","Nitrate and nitrite ammonification","Ningaloo",0.00325058055065289
"534","Nitrate and nitrite ammonification","Philippines",0.0049078158835682
"535","Nitrate and nitrite ammonification","Tanzania",0.00433257404081833
"536","Nitrogen metabolism","Cancun",0.000470575289840016
"537","Nitrogen metabolism","Lapaz",0.000502570454372587
"538","Nitrogen metabolism","Ningaloo",0.000263892969098057
"539","Nitrogen metabolism","Philippines",0.000606662707586442
"540","Nitrogen metabolism","Tanzania",0.000348107508669709
"541","Nitrogen fixation","Cancun",4.70576011556819e-05
"542","Nitrogen fixation","Lapaz",2.50756121455145e-05
"543","Nitrogen fixation","Ningaloo",2.26143876232463e-05
"544","Nitrogen fixation","Philippines",1.89090203841454e-05
"545","Nitrogen fixation","Tanzania",3.48704847267076e-05
"546","Nitrosative stress","Cancun",0.000249464854540374
"547","Nitrosative stress","Lapaz",0.000262054571050236
"548","Nitrosative stress","Ningaloo",0.000162380846448641
"549","Nitrosative stress","Philippines",0.000409107520455747
"550","Nitrosative stress","Tanzania",0.000257069183583009
"551","Nucleosides general","Cancun",0.0015200937877581
"552","Nucleosides general","Lapaz",0.00178426141295654
"553","Nucleosides general","Ningaloo",0.00157175528622105
"554","Nucleosides general","Philippines",0.00139616446129912
"555","Nucleosides general","Tanzania",0.00173140626200561
"556","Ribonucleotide reduction","Cancun",0.00334280025758993
"557","Ribonucleotide reduction","Lapaz",0.00420295747892482
"558","Ribonucleotide reduction","Ningaloo",0.00566752315400091
"559","Ribonucleotide reduction","Philippines",0.00327596808619214
"560","Ribonucleotide reduction","Tanzania",0.00451799062407987
"561","Purines","Cancun",0.0172848111077015
"562","Purines","Lapaz",0.0186701479027694
"563","Purines","Ningaloo",0.0215480493588749
"564","Purines","Philippines",0.0169940693579028
"565","Purines","Tanzania",0.01825319983717
"566","Pyrimidines","Cancun",0.00856555269661605
"567","Pyrimidines","Lapaz",0.00971603729734796
"568","Pyrimidines","Ningaloo",0.0110989524436626
"569","Pyrimidines","Philippines",0.0090616146561293
"570","Pyrimidines","Tanzania",0.00991303930920762
"571","Bacteriophage integration/excision/lysogeny","Cancun",7.91689999749876e-05
"572","Bacteriophage integration/excision/lysogeny","Lapaz",8.56141812485203e-05
"573","Bacteriophage integration/excision/lysogeny","Ningaloo",0.000118780733804217
"574","Bacteriophage integration/excision/lysogeny","Philippines",7.75432089853966e-05
"575","Bacteriophage integration/excision/lysogeny","Tanzania",7.80825983016223e-05
"576","Bacteriophage structural proteins","Cancun",1.64499584542784e-05
"577","Bacteriophage structural proteins","Lapaz",1.38104535794213e-05
"578","Bacteriophage structural proteins","Ningaloo",3.36996911172933e-05
"579","Bacteriophage structural proteins","Philippines",2.92526063265453e-05
"580","Bacteriophage structural proteins","Tanzania",2.38125758573189e-05
"581","Phage Host Interactions","Cancun",4.1751781158713e-06
"582","Phage Host Interactions","Lapaz",5.76791665003268e-06
"583","Phage Host Interactions","Ningaloo",6.07802109797147e-06
"584","Phage Host Interactions","Philippines",3.39888308051341e-06
"585","Phage Host Interactions","Tanzania",2.04326278635402e-06
"586","Phage family-specific subsystems","Cancun",5.98109803783491e-05
"587","Phage family-specific subsystems","Lapaz",0.000662944595595094
"588","Phage family-specific subsystems","Ningaloo",0.0029332412979838
"589","Phage family-specific subsystems","Philippines",0.000910697316463229
"590","Phage family-specific subsystems","Tanzania",0.000478620947798791
"591","Superinfection Exclusion","Cancun",5.17245644213904e-07
"592","Superinfection Exclusion","Lapaz",1.78246782029027e-06
"593","Superinfection Exclusion","Ningaloo",0
"594","Superinfection Exclusion","Philippines",0
"595","Superinfection Exclusion","Tanzania",0
"596","Integrons","Cancun",0.000288779069437841
"597","Integrons","Lapaz",0.000242610827704992
"598","Integrons","Ningaloo",0.000283243143606766
"599","Integrons","Philippines",0.000304626812577812
"600","Integrons","Tanzania",0.000350800037318031
"601","Pathogenicity islands","Cancun",0.000608046992172647
"602","Pathogenicity islands","Lapaz",0.000692779711490485
"603","Pathogenicity islands","Ningaloo",0.00092344389134174
"604","Pathogenicity islands","Philippines",0.000743448887083042
"605","Pathogenicity islands","Tanzania",0.000829080892900638
"606","Phages, Prophages","Cancun",0.00112423354443167
"607","Phages, Prophages","Lapaz",0.00204273300945708
"608","Phages, Prophages","Ningaloo",0.00609655519479695
"609","Phages, Prophages","Philippines",0.00196234643169354
"610","Phages, Prophages","Tanzania",0.00223282634680969
"611","Plasmid related functions","Cancun",1.2479694468069e-06
"612","Plasmid related functions","Lapaz",4.20284233718625e-06
"613","Plasmid related functions","Ningaloo",2.28777258440429e-06
"614","Plasmid related functions","Philippines",1.0518597005174e-06
"615","Plasmid related functions","Tanzania",7.81270553701004e-06
"616","Transposable elements","Cancun",0.0038117036879474
"617","Transposable elements","Lapaz",0.00195176853001747
"618","Transposable elements","Ningaloo",0.000972203789805521
"619","Transposable elements","Philippines",0.00402731526669211
"620","Transposable elements","Tanzania",0.00236479529430578
"621","Alkylphosphonate utilization","Cancun",0.000740471429822968
"622","Alkylphosphonate utilization","Lapaz",0.000595610284399928
"623","Alkylphosphonate utilization","Ningaloo",0.000422803189349055
"624","Alkylphosphonate utilization","Philippines",0.000862961369825662
"625","Alkylphosphonate utilization","Tanzania",0.000889126506457179
"626","Phosphate transporter","Cancun",0.00203912425904653
"627","Phosphate transporter","Lapaz",0.00215950345396425
"628","Phosphate transporter","Ningaloo",0.00244121613157646
"629","Phosphate transporter","Philippines",0.00239764815232008
"630","Phosphate transporter","Tanzania",0.00214707060097352
"631","P uptake","Cancun",3.96166308731747e-06
"632","P uptake","Lapaz",1.31522357900345e-05
"633","P uptake","Ningaloo",3.69658448510564e-05
"634","P uptake","Philippines",0
"635","P uptake","Tanzania",2.66249330232789e-06
"636","Phosphate metabolism","Cancun",0.0131636975654284
"637","Phosphate metabolism","Lapaz",0.0125903987922529
"638","Phosphate metabolism","Ningaloo",0.0137950682522738
"639","Phosphate metabolism","Philippines",0.0132277402295341
"640","Phosphate metabolism","Tanzania",0.0127534440967412
"641","Proteorhodopsin","Cancun",0.000140382921937262
"642","Proteorhodopsin","Lapaz",0.00046754911232232
"643","Proteorhodopsin","Ningaloo",0.00101321427967981
"644","Proteorhodopsin","Philippines",0.000290108891020769
"645","Proteorhodopsin","Tanzania",0.000258327257088376
"646","Electron transport and photophosphorylation","Cancun",0.000126599314626949
"647","Electron transport and photophosphorylation","Lapaz",0.000958527159567493
"648","Electron transport and photophosphorylation","Ningaloo",0.0038520469973249
"649","Electron transport and photophosphorylation","Philippines",0.000239234098420303
"650","Electron transport and photophosphorylation","Tanzania",0.000377427265253895
"651","Light-harvesting complexes","Cancun",5.18893792667106e-05
"652","Light-harvesting complexes","Lapaz",0.000319518041574643
"653","Light-harvesting complexes","Ningaloo",0.00139256431219695
"654","Light-harvesting complexes","Philippines",0.000144054931911988
"655","Light-harvesting complexes","Tanzania",0.000127839390652495
"656","Glutathione-regulated potassium-efflux system","Cancun",0.00628524610672516
"657","Glutathione-regulated potassium-efflux system","Lapaz",0.0045645160949965
"658","Glutathione-regulated potassium-efflux system","Ningaloo",0.00419095181067665
"659","Glutathione-regulated potassium-efflux system","Philippines",0.00475517151563266
"660","Glutathione-regulated potassium-efflux system","Tanzania",0.00561329176215792
"661","Hyperosmotic potassium uptake","Cancun",0.000403576689380348
"662","Hyperosmotic potassium uptake","Lapaz",0.000248343211202317
"663","Hyperosmotic potassium uptake","Ningaloo",0.000371599334712447
"664","Hyperosmotic potassium uptake","Philippines",0.000325266179212432
"665","Hyperosmotic potassium uptake","Tanzania",0
"666","Potassium homeostasis","Cancun",0.00787939683555028
"667","Potassium homeostasis","Lapaz",0.00741970229565353
"668","Potassium homeostasis","Ningaloo",0.00681971147722721
"669","Potassium homeostasis","Philippines",0.00851134088026967
"670","Potassium homeostasis","Tanzania",0.0076198604618887
"671","Potassium metabolism","Cancun",4.16227649698405e-05
"672","Potassium metabolism","Lapaz",3.52296417158015e-05
"673","Potassium metabolism","Ningaloo",0
"674","Potassium metabolism","Philippines",0
"675","Potassium metabolism","Tanzania",0
"676","Protein biosynthesis","Cancun",0.0514884142613328
"677","Protein biosynthesis","Lapaz",0.0588286456231693
"678","Protein biosynthesis","Ningaloo",0.0715431352813538
"679","Protein biosynthesis","Philippines",0.0542370783465466
"680","Protein biosynthesis","Tanzania",0.0582981354003346
"681","Protein degradation","Cancun",0.0178388649497871
"682","Protein degradation","Lapaz",0.0170812254586993
"683","Protein degradation","Ningaloo",0.0189958844104869
"684","Protein degradation","Philippines",0.0172096691732728
"685","Protein degradation","Tanzania",0.0182204096593169
"686","Protein folding","Cancun",0.00718278732614419
"687","Protein folding","Lapaz",0.00783247328805584
"688","Protein folding","Ningaloo",0.00896342391958127
"689","Protein folding","Philippines",0.00759984185522739
"690","Protein folding","Tanzania",0.00727767501128694
"691","Protein processing and modification","Cancun",0.00563887660403355
"692","Protein processing and modification","Lapaz",0.00575666325056172
"693","Protein processing and modification","Ningaloo",0.00596074759783721
"694","Protein processing and modification","Philippines",0.00573639942235864
"695","Protein processing and modification","Tanzania",0.00509580312008888
"696","Secretion","Cancun",0.000234130010148549
"697","Secretion","Lapaz",0.000216599416474903
"698","Secretion","Ningaloo",4.18640089366846e-05
"699","Secretion","Philippines",0.000109807688035752
"700","Secretion","Tanzania",9.42909210665575e-05
"701","Selenoproteins","Cancun",0.00170046199023631
"702","Selenoproteins","Lapaz",0.00197175099887386
"703","Selenoproteins","Ningaloo",0.00203820557873038
"704","Selenoproteins","Philippines",0.00213704488917119
"705","Selenoproteins","Tanzania",0.00194102908846394
"706","RNA metabolism","Cancun",0.00118512718346386
"707","RNA metabolism","Lapaz",0.000934492047750854
"708","RNA metabolism","Ningaloo",0
"709","RNA metabolism","Philippines",0
"710","RNA metabolism","Tanzania",0
"711","RNA processing and modification","Cancun",0.0313810738668828
"712","RNA processing and modification","Lapaz",0.0326765021893815
"713","RNA processing and modification","Ningaloo",0.0323700191781799
"714","RNA processing and modification","Philippines",0.0345646344274101
"715","RNA processing and modification","Tanzania",0.0332362325944022
"716","Transcription","Cancun",0.0111782099374811
"717","Transcription","Lapaz",0.0127804883234949
"718","Transcription","Ningaloo",0.01656345748096
"719","Transcription","Philippines",0.0116989857238966
"720","Transcription","Tanzania",0.0126306731016327
"721","Regulation and cell signaling","Cancun",0.0145756404964796
"722","Regulation and cell signaling","Lapaz",0.0149120400094335
"723","Regulation and cell signaling","Ningaloo",0.0147003310210034
"724","Regulation and cell signaling","Philippines",0.0147610838500087
"725","Regulation and cell signaling","Tanzania",0.0074750885335704
"726","DNA-binding regulatory proteins, strays","Cancun",0.00126083145867116
"727","DNA-binding regulatory proteins, strays","Lapaz",0.000936849835721435
"728","DNA-binding regulatory proteins, strays","Ningaloo",0.000390387217865831
"729","DNA-binding regulatory proteins, strays","Philippines",0.00111716878411919
"730","DNA-binding regulatory proteins, strays","Tanzania",0
"731","Orphan regulatory proteins","Cancun",0.00255689929945047
"732","Orphan regulatory proteins","Lapaz",0.00240420141349453
"733","Orphan regulatory proteins","Ningaloo",0.00210731565406599
"734","Orphan regulatory proteins","Philippines",0.00278004310963721
"735","Orphan regulatory proteins","Tanzania",0.00301468700659944
"736","Programmed Cell Death and Toxin-antitoxin Systems","Cancun",0.00246448377353735
"737","Programmed Cell Death and Toxin-antitoxin Systems","Lapaz",0.00215753961651192
"738","Programmed Cell Death and Toxin-antitoxin Systems","Ningaloo",0.00115889889497842
"739","Programmed Cell Death and Toxin-antitoxin Systems","Philippines",0.00206014832117099
"740","Programmed Cell Death and Toxin-antitoxin Systems","Tanzania",0.0020600972939876
"741","Proteolytic pathway","Cancun",2.67114219476853e-06
"742","Proteolytic pathway","Lapaz",0.000102544210385162
"743","Proteolytic pathway","Ningaloo",0.00042326042460208
"744","Proteolytic pathway","Philippines",6.59295519908891e-07
"745","Proteolytic pathway","Tanzania",7.04101185901244e-06
"746","Quorum sensing and biofilm formation","Cancun",0.000321256255687144
"747","Quorum sensing and biofilm formation","Lapaz",0.000211785543647336
"748","Quorum sensing and biofilm formation","Ningaloo",9.86250282928873e-05
"749","Quorum sensing and biofilm formation","Philippines",0.000309824560931765
"750","Quorum sensing and biofilm formation","Tanzania",0.00039109632376248
"751","Regulation of virulence","Cancun",0.000335009978314485
"752","Regulation of virulence","Lapaz",0.000208369047103139
"753","Regulation of virulence","Ningaloo",0.000282172391495416
"754","Regulation of virulence","Philippines",0.00027041555788109
"755","Regulation of virulence","Tanzania",0.000293830664935469
"756","Signal transduction in Eukaryotes","Cancun",0.00035666614645952
"757","Signal transduction in Eukaryotes","Lapaz",0.000423515622567458
"758","Signal transduction in Eukaryotes","Ningaloo",0.000743213534559846
"759","Signal transduction in Eukaryotes","Philippines",0.000354205113499571
"760","Signal transduction in Eukaryotes","Tanzania",0.000389889981966337
"761","Respiration-Biogenesis","Cancun",0.00806458361888521
"762","Respiration-Biogenesis","Lapaz",0.00937906354657961
"763","Respiration-Biogenesis","Ningaloo",0.0071643239367754
"764","Respiration-Biogenesis","Philippines",0.00748245709664146
"765","Respiration-Biogenesis","Tanzania",0
"766","Respiration general","Cancun",0.00215912523892569
"767","Respiration general","Lapaz",0.00224344956509775
"768","Respiration general","Ningaloo",0.00230427654149624
"769","Respiration general","Philippines",0.00284119894011547
"770","Respiration general","Tanzania",0.00199689088279951
"771","Formate hydrogenase","Cancun",0.00264641039858016
"772","Formate hydrogenase","Lapaz",0.0030748371522044
"773","Formate hydrogenase","Ningaloo",0.00235392416173928
"774","Formate hydrogenase","Philippines",0.00260407562018004
"775","Formate hydrogenase","Tanzania",0.00288532252070415
"776","ATP synthases","Cancun",0.00464712775702438
"777","ATP synthases","Lapaz",0.00570876848710612
"778","ATP synthases","Ningaloo",0.00801419717398105
"779","ATP synthases","Philippines",0.00462149260849302
"780","ATP synthases","Tanzania",0.00505911252021092
"781","Electron accepting reactions","Cancun",0.0152295046355515
"782","Electron accepting reactions","Lapaz",0.0133324694537823
"783","Electron accepting reactions","Ningaloo",0.011928832204721
"784","Electron accepting reactions","Philippines",0.013964306672314
"785","Electron accepting reactions","Tanzania",0.0133312952043168
"786","Electron donating reactions","Cancun",0.0130598515199205
"787","Electron donating reactions","Lapaz",0.0152876979499865
"788","Electron donating reactions","Ningaloo",0.0170118865941616
"789","Electron donating reactions","Philippines",0.0135109527993552
"790","Electron donating reactions","Tanzania",0.0146223395355972
"791","General Stress Response and Stationary Phase Response","Cancun",0.000671476604935635
"792","General Stress Response and Stationary Phase Response","Lapaz",0.000507782420398412
"793","General Stress Response and Stationary Phase Response","Ningaloo",0.000306606663479885
"794","General Stress Response and Stationary Phase Response","Philippines",0.000596133489502499
"795","General Stress Response and Stationary Phase Response","Tanzania",0.000653104992405446
"796","Mitochondrial electron transport system in plants","Cancun",5.42754804827663e-05
"797","Mitochondrial electron transport system in plants","Lapaz",9.32229979616604e-05
"798","Mitochondrial electron transport system in plants","Ningaloo",0.000486495696659141
"799","Mitochondrial electron transport system in plants","Philippines",3.12762686275545e-05
"800","Mitochondrial electron transport system in plants","Tanzania",7.78625499605578e-05
"801","Plastidial (cyanobacterial) electron transport system","Cancun",4.51582482402598e-05
"802","Plastidial (cyanobacterial) electron transport system","Lapaz",0.000233891689753535
"803","Plastidial (cyanobacterial) electron transport system","Ningaloo",0.0013349119133047
"804","Plastidial (cyanobacterial) electron transport system","Philippines",7.02671171651517e-05
"805","Plastidial (cyanobacterial) electron transport system","Tanzania",9.98279448040273e-05
"806","Sodium Ion-Coupled Energetics","Cancun",0.000281047573738441
"807","Sodium Ion-Coupled Energetics","Lapaz",0.000229450114862169
"808","Sodium Ion-Coupled Energetics","Ningaloo",0.000207954060670805
"809","Sodium Ion-Coupled Energetics","Philippines",0.000190484264853153
"810","Sodium Ion-Coupled Energetics","Tanzania",0.000288563911310737
"811","Bacterial cytostatics, differentiation factors and antibiotics","Cancun",6.15209430092545e-05
"812","Bacterial cytostatics, differentiation factors and antibiotics","Lapaz",6.3713696183221e-05
"813","Bacterial cytostatics, differentiation factors and antibiotics","Ningaloo",1.54875039216482e-05
"814","Bacterial cytostatics, differentiation factors and antibiotics","Philippines",5.86540884563989e-05
"815","Bacterial cytostatics, differentiation factors and antibiotics","Tanzania",4.77777538291403e-05
"816","Biologically active compounds in metazoan cell defence and differentiation","Cancun",0.000189862167925744
"817","Biologically active compounds in metazoan cell defence and differentiation","Lapaz",0.000380021073033846
"818","Biologically active compounds in metazoan cell defence and differentiation","Ningaloo",0.000318730275214005
"819","Biologically active compounds in metazoan cell defence and differentiation","Philippines",0.000219821618668211
"820","Biologically active compounds in metazoan cell defence and differentiation","Tanzania",0.000162067870678331
"821","Biosynthesis of phenylpropanoids","Cancun",7.97172394968812e-05
"822","Biosynthesis of phenylpropanoids","Lapaz",6.36377052702499e-05
"823","Biosynthesis of phenylpropanoids","Ningaloo",2.85469744068795e-05
"824","Biosynthesis of phenylpropanoids","Philippines",7.37573951598911e-05
"825","Biosynthesis of phenylpropanoids","Tanzania",5.320765498685e-05
"826","Hydrocarbons","Cancun",8.98338144974808e-06
"827","Hydrocarbons","Lapaz",3.95045842198097e-05
"828","Hydrocarbons","Ningaloo",0.000323215494890572
"829","Hydrocarbons","Philippines",1.88430646351006e-05
"830","Hydrocarbons","Tanzania",2.99985437815037e-05
"831","Plant Alkaloids","Cancun",7.24089905541941e-05
"832","Plant Alkaloids","Lapaz",0.000105978059981943
"833","Plant Alkaloids","Ningaloo",0.000256160472439462
"834","Plant Alkaloids","Philippines",7.39334892417175e-05
"835","Plant Alkaloids","Tanzania",9.37583454434076e-05
"836","Plant Hormones","Cancun",0.000262356572812583
"837","Plant Hormones","Lapaz",0.000288099255358436
"838","Plant Hormones","Ningaloo",0.000229035327322349
"839","Plant Hormones","Philippines",0.000292728278523785
"840","Plant Hormones","Tanzania",0.000403211479738818
"841","stress- hemoglobins","Cancun",0.00622134535884989
"842","stress- hemoglobins","Lapaz",0.00640879293820858
"843","stress- hemoglobins","Ningaloo",0.00646595188601427
"844","stress- hemoglobins","Philippines",0.00591596950909243
"845","stress- hemoglobins","Tanzania",0
"846","stress - carbon starvation","Cancun",0.00127347785565229
"847","stress - carbon starvation","Lapaz",0.00109541170166509
"848","stress - carbon starvation","Ningaloo",0.000804964623239931
"849","stress - carbon starvation","Philippines",0.00118173219245665
"850","stress - carbon starvation","Tanzania",0
"851","Commensurate regulation","Cancun",5.46696795899107e-06
"852","Commensurate regulation","Lapaz",4.02393884914666e-05
"853","Commensurate regulation","Ningaloo",1.06620568639447e-06
"854","Commensurate regulation","Philippines",1.3148678904054e-05
"855","Commensurate regulation","Tanzania",0
"856","Stress-Dimethylarginine metabolism","Cancun",0.000200667775651511
"857","Stress-Dimethylarginine metabolism","Lapaz",2.50692232268972e-05
"858","Stress-Dimethylarginine metabolism","Ningaloo",0.000180159796986865
"859","Stress-Dimethylarginine metabolism","Philippines",0.000208157772754558
"860","Stress-Dimethylarginine metabolism","Tanzania",0
"861","Stress- Flavohaemoglobin","Cancun",0.00203155905543645
"862","Stress- Flavohaemoglobin","Lapaz",0.00285531663253817
"863","Stress- Flavohaemoglobin","Ningaloo",0.00158671150453005
"864","Stress- Flavohaemoglobin","Philippines",0
"865","Stress- Flavohaemoglobin","Tanzania",0
"866","Stress general","Cancun",0.0038979102564129
"867","Stress general","Lapaz",0.00346568828426881
"868","Stress general","Ningaloo",0.0032673986237044
"869","Stress general","Philippines",0.00370133554798587
"870","Stress general","Tanzania",0.00357087513393709
"871","Acid stress","Cancun",4.69833407728249e-07
"872","Acid stress","Lapaz",1.98085691871177e-06
"873","Acid stress","Ningaloo",0
"874","Acid stress","Philippines",0
"875","Acid stress","Tanzania",0
"876","Cold shock","Cancun",0.000644339515730901
"877","Cold shock","Lapaz",0.000559403516797493
"878","Cold shock","Ningaloo",0.000573750946932123
"879","Cold shock","Philippines",0.000759024449500042
"880","Cold shock","Tanzania",0.000590011849536413
"881","Dessication stress","Cancun",5.01012239862171e-07
"882","Dessication stress","Lapaz",6.67579116773754e-05
"883","Dessication stress","Ningaloo",0
"884","Dessication stress","Philippines",0
"885","Dessication stress","Tanzania",0
"886","Detoxification","Cancun",0.00478514616738996
"887","Detoxification","Lapaz",0.00459682301624238
"888","Detoxification","Ningaloo",0.0039569681374122
"889","Detoxification","Philippines",0.00477358453515768
"890","Detoxification","Tanzania",0.00507682130207545
"891","Heat shock","Cancun",0.00742653059650031
"892","Heat shock","Lapaz",0.00811920255547867
"893","Heat shock","Ningaloo",0.0102713978361735
"894","Heat shock","Philippines",0.00794015685869971
"895","Heat shock","Tanzania",0.0082755806899317
"896","Osmotic stress","Cancun",0.00757310859570735
"897","Osmotic stress","Lapaz",0.00878990500342069
"898","Osmotic stress","Ningaloo",0.00875817384308067
"899","Osmotic stress","Philippines",0.00721699557666488
"900","Osmotic stress","Tanzania",0.00854283394935312
"901","Oxidative stress","Cancun",0.0185723718177812
"902","Oxidative stress","Lapaz",0.0163638934565259
"903","Oxidative stress","Ningaloo",0.0148929812498072
"904","Oxidative stress","Philippines",0.0170329101652219
"905","Oxidative stress","Tanzania",0.0169630665001033
"906","Periplasmic Stress","Cancun",0.00191213315119357
"907","Periplasmic Stress","Lapaz",0.00187188721930288
"908","Periplasmic Stress","Ningaloo",0.0017405734410638
"909","Periplasmic Stress","Philippines",0.00191612269969625
"910","Periplasmic Stress","Tanzania",0.00182925160696153
"911","Sulfur general","Cancun",0.00235655294958183
"912","Sulfur general","Lapaz",0.00223523124456554
"913","Sulfur general","Ningaloo",0.00161565249977896
"914","Sulfur general","Philippines",0.00197628242021108
"915","Sulfur general","Tanzania",0.00147729363184173
"916","DMSP associated","Cancun",0.00214679752793032
"917","DMSP associated","Lapaz",0.00307125033214343
"918","DMSP associated","Ningaloo",0.00233879996715806
"919","DMSP associated","Philippines",0.00230853019642335
"920","DMSP associated","Tanzania",0
"921","Sulfate reduction-associated complexes","Cancun",7.18860791651607e-05
"922","Sulfate reduction-associated complexes","Lapaz",0.000454311545327477
"923","Sulfate reduction-associated complexes","Ningaloo",6.8278660514498e-05
"924","Sulfate reduction-associated complexes","Philippines",3.84507482762178e-05
"925","Sulfate reduction-associated complexes","Tanzania",0.00191587652131648
"926","Sulfur oxidation","Cancun",8.35358524733229e-05
"927","Sulfur oxidation","Lapaz",0.000280871549235617
"928","Sulfur oxidation","Ningaloo",0.000173906065325935
"929","Sulfur oxidation","Philippines",0.000172828244098877
"930","Sulfur oxidation","Tanzania",0
"931","Thioredoxin-disulfide reductase","Cancun",0.00195272079595461
"932","Thioredoxin-disulfide reductase","Lapaz",0.00180443189252455
"933","Thioredoxin-disulfide reductase","Ningaloo",0.00176244152916118
"934","Thioredoxin-disulfide reductase","Philippines",0.0021694635999958
"935","Thioredoxin-disulfide reductase","Tanzania",0
"936","Inorganic sulfur assimilation","Cancun",0.00257992784743266
"937","Inorganic sulfur assimilation","Lapaz",0.00227711128144953
"938","Inorganic sulfur assimilation","Ningaloo",0.00197582243189213
"939","Inorganic sulfur assimilation","Philippines",0.00274223361303071
"940","Inorganic sulfur assimilation","Tanzania",0.00255840762899917
"941","Organic sulfur assimilation","Cancun",0.0034058877382176
"942","Organic sulfur assimilation","Lapaz",0.00416456205769141
"943","Organic sulfur assimilation","Ningaloo",0.00481383983440292
"944","Organic sulfur assimilation","Philippines",0.00472971834832322
"945","Organic sulfur assimilation","Tanzania",0.00412649412502177
"946","Transcriptional regulation","Cancun",0.00160417697484954
"947","Transcriptional regulation","Lapaz",0.00209701631518457
"948","Transcriptional regulation","Ningaloo",0.00303415362435143
"949","Transcriptional regulation","Philippines",0.00203716663095655
"950","Transcriptional regulation","Tanzania",0.00201413035256719
"951","Virulence","Cancun",0.00460357845130352
"952","Virulence","Lapaz",0.00569076956715012
"953","Virulence","Ningaloo",0.0069677301306738
"954","Virulence","Philippines",0.00477589951141746
"955","Virulence","Tanzania",0.00582957492768366
"956","Fimbriae of the Chaperone/Usher Assembly Pathway","Cancun",0.000100095860373862
"957","Fimbriae of the Chaperone/Usher Assembly Pathway","Lapaz",3.50116992506756e-05
"958","Fimbriae of the Chaperone/Usher Assembly Pathway","Ningaloo",8.18755974177842e-06
"959","Fimbriae of the Chaperone/Usher Assembly Pathway","Philippines",4.23389453086158e-05
"960","Fimbriae of the Chaperone/Usher Assembly Pathway","Tanzania",2.95479014764276e-05
"961","Resistance to antibiotics","Cancun",0.023793513931763
"962","Resistance to antibiotics","Lapaz",0.0186664947231107
"963","Resistance to antibiotics","Ningaloo",0.016188631068593
"964","Resistance to antibiotics","Philippines",0.0244768460410258
"965","Resistance to antibiotics","Tanzania",0.0217751966792966
"966","Resistance to toxic compounds","Cancun",0.036203053740017
